01001,103
01001,105
01001,106
01003,107
01003,108
01003,801
01005,106
01005,107
01005,907
01007,102
01007,103
01007,104
01007,106
01009,102
01009,103
01009,104
01011,106
01011,107
01013,106
01013,107
01015,104
01015,105
01017,105
01017,904
01019,102
01019,104
01019,105
01019,901
01021,103
01021,104
01021,105
01023,106
01023,107
01023,2209
01025,106
01025,107
01025,108
01027,104
01027,105
01029,104
01029,105
01029,901
01029,904
01031,107
01033,101
01035,107
01037,103
01037,104
01037,105
01039,107
01039,801
01041,106
01041,107
01043,101
01043,102
01043,103
01045,107
01047,103
01047,106
01047,107
01049,102
01049,104
01049,901
01051,103
01051,105
01051,106
01053,107
01053,108
01055,102
01055,104
01057,103
01059,101
01061,107
01063,103
01063,106
01065,103
01065,106
01067,107
01067,907
01069,107
01069,907
01071,101
01071,102
01071,901
01071,4002
01073,102
01073,103
01073,104
01075,103
01075,2206
01077,101
01077,4003
01079,101
01081,105
01081,106
01081,107
01081,904
01083,101
01083,4003
01085,103
01085,106
01085,107
01087,105
01087,106
01087,107
01089,101
01089,102
01089,4002
01089,4003
01091,106
01091,107
01093,101
01093,103
01095,101
01095,102
01095,104
01097,107
01097,108
01097,2209
01097,2210
01099,107
01099,108
01101,103
01101,105
01101,106
01103,101
01103,102
01105,103
01105,106
01107,103
01107,106
01107,2206
01109,106
01109,107
01111,105
01111,904
01113,105
01113,106
01113,107
01113,904
01113,907
01115,102
01115,104
01117,102
01117,103
01117,104
01117,105
01119,106
01119,2206
01119,2209
01121,104
01121,105
01123,105
01123,106
01125,102
01125,103
01127,102
01127,103
01129,107
01129,108
01129,2209
01131,106
01131,107
01133,101
01133,102
01133,103
04001,202
04001,207
04003,207
04003,2908
04005,201
04005,202
04005,203
04005,204
04007,202
04007,203
04007,204
04007,206
04007,207
04009,202
04009,204
04009,206
04009,207
04011,202
04011,207
04012,201
04012,203
04012,205
04012,206
04012,407
04013,203
04013,204
04013,206
04015,201
04015,202
04015,203
04015,205
04015,407
04015,2604
04017,202
04017,4207
04019,206
04019,207
04021,204
04021,206
04021,207
04023,207
04025,202
04025,203
04025,204
04025,206
04027,205
04027,206
04027,207
04027,407
05001,306
05001,309
05003,308
05003,309
05005,302
05007,301
05007,3403
05009,301
05009,302
05011,308
05011,309
05013,308
05015,301
05017,309
05017,2201
05017,2204
05019,305
05019,307
05019,308
05021,303
05021,2306
05023,302
05023,303
05025,305
05025,308
05025,309
05027,307
05027,308
05029,302
05029,304
05029,305
05031,303
05033,301
05033,304
05035,303
05035,306
05035,2201
05035,2202
05035,4004
05037,303
05037,306
05039,305
05039,308
05041,306
05041,309
05041,2201
05043,308
05043,309
05045,302
05045,303
05045,305
05045,306
05047,301
05047,304
05049,302
05051,304
05051,305
05053,305
05053,308
05053,309
05055,303
05055,2306
05057,307
05057,308
05059,305
05059,308
05061,304
05061,307
05063,302
05063,303
05065,302
05065,303
05067,303
05067,306
05069,305
05069,306
05069,309
05071,301
05071,304
05073,307
05073,308
05075,302
05075,303
05077,306
05077,2201
05079,306
05079,308
05079,309
05081,307
05081,4104
05083,304
05085,303
05085,305
05085,306
05085,309
05087,301
05087,304
05089,301
05089,302
05091,307
05093,303
05093,4004
05095,306
05097,304
05097,305
05097,307
05099,307
05099,308
05101,301
05101,302
05103,308
05105,304
05105,305
05107,306
05107,2201
05109,307
05109,308
05111,303
05111,306
05113,304
05113,307
05115,301
05115,302
05115,304
05115,305
05117,303
05117,306
05119,305
05119,306
05121,302
05121,303
05123,306
05125,305
05127,304
05127,307
05129,301
05129,302
05131,304
05133,304
05133,307
05135,302
05135,303
05137,302
05137,303
05139,308
05139,309
05141,302
05141,304
05143,301
05143,304
05145,302
05145,303
05145,306
05147,303
05147,306
05149,304
05149,305
06001,404
06001,405
06003,402
06003,403
06003,405
06003,2601
06005,402
06005,405
06007,402
06009,405
06011,401
06011,402
06013,401
06013,404
06013,405
06015,401
06017,402
06017,403
06017,405
06017,2601
06019,404
06019,405
06019,407
06021,401
06021,402
06023,401
06025,205
06025,407
06027,405
06027,407
06027,2604
06029,405
06029,406
06029,407
06031,405
06033,401
06033,402
06035,402
06035,403
06035,2601
06037,405
06037,406
06037,407
06039,403
06039,405
06039,407
06041,401
06043,405
06045,401
06045,402
06047,405
06049,401
06049,402
06049,403
06049,2601
06051,403
06051,405
06051,407
06051,2601
06051,2603
06053,404
06053,405
06055,401
06055,402
06057,402
06057,403
06057,2601
06059,406
06061,402
06061,403
06061,2601
06063,402
06063,403
06065,205
06065,406
06065,407
06067,402
06067,405
06069,404
06069,405
06071,201
06071,205
06071,406
06071,407
06071,2604
06073,406
06073,407
06075,404
06077,404
06077,405
06079,404
06079,405
06079,406
06081,404
06083,405
06083,406
06085,404
06085,405
06087,404
06089,401
06089,402
06091,402
06091,403
06091,2601
06093,401
06093,402
06095,401
06095,402
06095,405
06097,401
06099,404
06099,405
06101,402
06103,401
06103,402
06105,401
06105,402
06107,405
06107,407
06109,403
06109,405
06111,405
06111,406
06113,402
06113,405
06115,402
08001,504
08003,501
08003,505
08005,504
08007,502
08007,505
08007,2901
08007,2902
08009,501
08009,1407
08009,2903
08009,3401
08011,501
08013,502
08013,504
08014,504
08015,501
08015,502
08015,504
08015,505
08017,501
08017,503
08019,502
08019,504
08021,502
08021,505
08021,2902
08023,501
08023,505
08023,2902
08025,501
08027,501
08027,505
08029,502
08031,504
08033,502
08033,4207
08035,504
08037,501
08037,502
08039,501
08039,504
08041,501
08041,504
08043,501
08043,505
08045,502
08045,4206
08045,4207
08047,502
08047,504
08049,502
08049,504
08051,501
08051,502
08053,502
08053,505
08055,501
08055,505
08057,502
08057,504
08057,4810
08059,504
08061,501
08061,503
08063,501
08063,503
08063,1401
08065,501
08065,502
08065,504
08067,502
08067,2901
08069,502
08069,504
08069,4810
08071,501
08071,2902
08071,2903
08073,501
08073,503
08073,504
08075,503
08075,504
08077,502
08079,502
08079,505
08081,502
08081,4206
08081,4803
08083,202
08083,502
08083,2901
08083,4207
08085,502
08085,4207
08087,504
08089,501
08091,502
08093,501
08093,502
08093,504
08095,503
08095,504
08095,2507
08097,501
08097,502
08099,501
08101,501
08103,502
08103,4206
08105,505
08107,502
08107,504
08107,4803
08107,4810
08109,501
08109,502
08109,505
08111,502
08111,505
08113,502
08113,4207
08115,503
08115,504
08115,2507
08117,501
08117,502
08117,504
08119,501
08119,504
08121,503
08121,504
08123,504
08123,2501
08123,4808
08125,503
08125,2507
09001,601
09001,602
09001,603
09003,601
